0.978392 0.861708 0.316583 0.682412 0.815658 -0.175879 1.82814 0.666451 0.477387 0.300503 1.89409 -0.336683 -110.402 -14.6224 -1.27748 4.78606 -2.08887 1.51474 0.532574 -0.499232 1.12203 -1.11126 44.5975 -29.5922 4.38725 7.01864 2.91943 5.59077 0.304877 -1.55525 1.97137 -0.529371 1.8987 -7.97477 0.0710051 0.0596154 0.55617 0.340347 0.128859 0.292531 0.269782 -0.107729 54.5032 -15.318 -7.98729 6.40202 -6.10402 -3.2153 -3.58507 -2.21706 -0.384017 -0.231814 
1.26482 0.734453 0.346734 0.176382 4.24911 0.959799 0.453266 0.825025 -0.869347 0.348241 1.42279 -0.60804 -118.473 -38.7557 -2.09211 3.35675 10.2201 2.59873 2.3212 0.166281 0.794241 0.521369 18.0767 -5.33105 2.41116 0.939289 5.99324 3.12125 -2.33094 0.579664 -1.58952 0.433371 28.629 -1.43864 -1.182 -6.22685 1.1537 -0.390789 -1.08655 -0.428908 -0.622405 -0.102714 18.0629 -29.773 7.88993 -2.01836 -1.57258 -1.32629 -1.31233 0.852056 2.94877 1.45099 
0.539196 0.842368 -0.507538 1.31256 0.428076 -0.0854271 0.720603 1.24187 0.537688 0.653769 0.354082 -0.929648 52.8455 -2.32154 0.302383 2.01165 -1.85373 -2.35977 0.162852 1.60442 1.23502 1.39361 -2.9071 10.7878 0.100278 -1.11651 -1.63136 -0.192449 -0.657358 0.828986 1.18661 0.550458 -17.609 -1.41327 -3.50818 1.01761 0.278273 -0.156479 -1.44458 -0.377348 0.020702 0.040859 14.1833 17.4925 -0.203704 0.299177 0.420043 -2.52983 -1.15093 6.61556 2.21027 -1.50869 
0.176382 4.06153 0.678392 1.80905 -0.0400009 -0.58794 1.54171 0.72445 0.467337 1.62764 -0.134766 -0.788945 36.9866 -16.2915 0.685298 2.1363 -1.60631 -0.243436 -2.14564 -1.52687 -0.836372 -0.0782716 -4.70242 14.3255 -1.90529 -0.341064 -0.381294 2.18379 -0.186106 0.525258 0.643491 -1.25945 0.22371 -6.6461 1.1112 -0.720243 0.907276 0.758037 0.304542 0.819188 0.328131 -1.7878 -70.2183 26.777 -2.42958 2.70861 -5.30504 4.35729 -3.8435 0.446277 0.747191 -0.10046 
1.91407 0.644118 0.467337 1.1407 -0.00129912 -0.839196 1.43668 0.312481 -0.19598 1.59899 0.883838 0.728643 -132.092 0.452113 -7.49041 -3.0104 -1.12658 -5.35583 3.76025 -0.00934218 0.539309 -1.92847 65.9449 5.53199 -23.2489 15.4323 -5.16082 -1.84673 -4.25554 -2.3167 3.2902 -1.17311 14.1194 2.97126 -0.194372 1.20006 0.635669 1.02003 0.608579 0.120077 -0.18861 0.33884 -48.24 22.6695 -6.54787 5.44116 2.20754 1.01616 1.97102 -0.407784 -0.356371 0.513597 
0.558291 1.19054 0.0753769 2 0.160876 -0.236181 1.40804 0.522475 0.105528 0.224121 3.48031 0.959799 -89.9466 12.8635 2.64359 -1.49632 2.36961 1.18458 1.41807 -0.637674 -1.06968 2.2317 40.2979 3.44153 -4.99338 -0.137509 -2.07801 0.0303098 0.219909 1.25597 -1.34748 -1.40058 42.3286 0.813972 0.284293 2.46007 -0.298145 -0.1449 1.42454 -0.633507 0.0820911 0.192251 23.3587 -13.0454 -2.46465 -8.37335 -2.09582 1.9584 0.511786 1.27999 -1.61282 0.321712 
1.10251 0.158719 -0.628141 1.81859 -0.108842 -0.688442 0.367337 1.66943 -0.0954774 1.49397 0.503168 0.115578 49.3836 27.011 -0.82684 0.626773 2.28598 -1.09555 0.835332 2.02586 0.527814 -1.28416 -15.4471 -9.53817 -0.419888 -2.05866 -1.32791 0.325527 -0.795441 -2.50275 -0.589395 -0.676101 -5.31401 17.9768 2.91851 -2.80359 0.463689 -1.30096 0.57533 2.80548 -0.377302 -0.338853 44.6958 -11.1307 1.97887 -2.30199 -12.8753 0.446691 -1.54664 -3.20294 -1.64201 -1.0542 
0.5201 1.55565 0.497487 0.968844 1.31697 0.98995 0.176382 3.26431 -0.517588 0.978392 0.0510907 -0.899497 -109.243 17.5462 -1.22119 3.09192 1.25556 1.52218 0.477882 -0.391657 -0.163715 0.861649 17.0757 14.7334 -5.23026 3.48974 -2.29935 0.60638 -0.565785 -1.02536 -2.30278 -0.636551 19.782 5.86111 -8.10623 -0.794722 3.80967 -1.26233 1.23173 0.0483078 3.48187 0.830975 -33.7171 11.5399 -12.0455 3.40756 2.29672 9.49286 3.6978 -0.902027 -0.414596 1.1269 
0.424623 1.73708 0.356784 1.95226 0.416534 0.135678 1.30302 0.873785 0.577889 0.166834 3.55796 -0.386935 -182.689 16.3181 0.328179 7.02959 -5.6406 1.86881 -1.95304 -3.81484 -1.61609 -2.92014 30.1852 -20.0878 3.18152 -1.40117 3.28174 -4.8443 7.44161 5.42389 -2.0038 -1.97887 16.831 2.80118 1.31263 0.63474 1.71284 1.62133 2.20527 -0.547479 0.0439753 0.720006 -179.815 -1.27724 -21.7124 -8.97184 -9.68295 -12.7638 2.81165 -8.72518 -3.11068 0.221897 
1.09296 0.00967877 -0.859296 1.32211 0.645651 0.246231 1.25528 0.544001 0.0552764 1.24573 0.279916 -0.346734 62.7467 -28.5015 -0.605907 4.98653 -4.55402 -0.239973 -0.912534 -2.67923 -3.85862 5.59932 -18.6904 10.6543 -0.153006 1.95244 -3.93621 -3.68764 -1.3158 -1.17881 0.101917 -0.64854 -17.3109 0.995469 1.24513 0.422223 -0.59923 0.293757 -1.54533 0.138458 -0.131501 0.0428899 4.20238 17.1482 -0.117409 1.63058 1.53305 -0.94599 0.268395 0.345436 1.2268 0.324258 
