# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0435924 -----------------
#dely    BF
0.050  0.0332  0.0001
0.150  0.0349  0.0001
0.250  0.0412  0.0001
0.350  0.0431  0.0002
0.450  0.0458  0.0002
0.550  0.0482  0.0002
0.650  0.0440  0.0002
0.750  0.0387  0.0002
0.850  0.0327  0.0002
0.950  0.0270  0.0002
1.050  0.0201  0.0002
1.150  0.0135  0.0001
1.250  0.0081  0.0001
1.350  0.0036  0.0001
1.450  0.0016  0.0000
1.550  0.0003  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
