# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0873032 -----------------
#dely    BF
0.050  0.1295  0.0014
0.150  0.1294  0.0014
0.250  0.1218  0.0014
0.350  0.1123  0.0014
0.450  0.0960  0.0013
0.550  0.0790  0.0012
0.650  0.0645  0.0011
0.750  0.0486  0.0009
0.850  0.0379  0.0009
0.950  0.0272  0.0007
1.050  0.0142  0.0005
1.150  0.0072  0.0003
1.250  0.0041  0.0002
1.350  0.0013  0.0001
1.450  0.0002  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
