# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.273414 -----------------
#dely    BF
0.050  0.4814  0.0002
0.150  0.4381  0.0002
0.250  0.3862  0.0002
0.350  0.3292  0.0002
0.450  0.2733  0.0001
0.550  0.2188  0.0001
0.650  0.1709  0.0001
0.750  0.1313  0.0001
0.850  0.0983  0.0001
0.950  0.0711  0.0001
1.050  0.0495  0.0000
1.150  0.0339  0.0000
1.250  0.0222  0.0000
1.350  0.0141  0.0000
1.450  0.0087  0.0000
1.550  0.0045  0.0000
1.650  0.0019  0.0000
1.750  0.0006  0.0000
