# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.136951 -----------------
#dely    BF
0.050  0.2819  0.0028
0.150  0.2653  0.0027
0.250  0.2293  0.0025
0.350  0.1840  0.0022
0.450  0.1382  0.0018
0.550  0.1016  0.0015
0.650  0.0694  0.0011
0.750  0.0456  0.0009
0.850  0.0257  0.0006
0.950  0.0154  0.0004
1.050  0.0075  0.0003
1.150  0.0039  0.0002
1.250  0.0012  0.0001
1.350  0.0005  0.0000
1.450  0.0001  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
