# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.194628 -----------------
#dely    BF
0.050  0.2013  0.0001
0.150  0.1919  0.0001
0.250  0.1832  0.0001
0.350  0.1752  0.0001
0.450  0.1694  0.0001
0.550  0.1589  0.0001
0.650  0.1481  0.0001
0.750  0.1342  0.0001
0.850  0.1230  0.0001
0.950  0.1056  0.0001
1.050  0.0918  0.0001
1.150  0.0764  0.0001
1.250  0.0621  0.0001
1.350  0.0476  0.0001
1.450  0.0355  0.0001
1.550  0.0240  0.0000
1.650  0.0137  0.0000
1.750  0.0044  0.0000
