# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0827417 -----------------
#dely    BF
0.050  0.1477  0.0008
0.150  0.1332  0.0008
0.250  0.1267  0.0008
0.350  0.1092  0.0007
0.450  0.0950  0.0007
0.550  0.0691  0.0006
0.650  0.0543  0.0005
0.750  0.0388  0.0004
0.850  0.0251  0.0003
0.950  0.0165  0.0002
1.050  0.0072  0.0001
1.150  0.0035  0.0001
1.250  0.0009  0.0000
1.350  0.0002  0.0000
1.450 -0.0001 -0.0000
1.550 -0.0000 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
