# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.133241 -----------------
#dely    BF
0.050  0.3439  0.0033
0.150  0.2968  0.0029
0.250  0.2311  0.0024
0.350  0.1621  0.0018
0.450  0.1118  0.0014
0.550  0.0735  0.0010
0.650  0.0462  0.0007
0.750  0.0298  0.0005
0.850  0.0171  0.0004
0.950  0.0102  0.0003
1.050  0.0055  0.0002
1.150  0.0026  0.0001
1.250  0.0014  0.0001
1.350  0.0004  0.0000
1.450  0.0001  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
