# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.254116 -----------------
#dely    BF
0.050  0.3488  0.0003
0.150  0.3258  0.0003
0.250  0.3046  0.0003
0.350  0.2741  0.0003
0.450  0.2485  0.0003
0.550  0.2198  0.0002
0.650  0.1882  0.0002
0.750  0.1600  0.0002
0.850  0.1315  0.0002
0.950  0.1025  0.0002
1.050  0.0786  0.0002
1.150  0.0588  0.0001
1.250  0.0409  0.0001
1.350  0.0274  0.0001
1.450  0.0169  0.0001
1.550  0.0094  0.0000
1.650  0.0044  0.0000
1.750  0.0011  0.0000
