# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.00801432 -----------------
#dely    BF
0.050  0.0095  0.0000
0.150  0.0102  0.0000
0.250  0.0101  0.0000
0.350  0.0085  0.0000
0.450  0.0089  0.0000
0.550  0.0076  0.0000
0.650  0.0064  0.0000
0.750  0.0057  0.0000
0.850  0.0041  0.0000
0.950  0.0035  0.0000
1.050  0.0023  0.0000
1.150  0.0012  0.0000
1.250  0.0011  0.0000
1.350  0.0007  0.0000
1.450  0.0002  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
