# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.279998 -----------------
#dely    BF
0.050  0.4371  0.0002
0.150  0.4033  0.0002
0.250  0.3677  0.0002
0.350  0.3246  0.0002
0.450  0.2831  0.0002
0.550  0.2380  0.0001
0.650  0.1967  0.0001
0.750  0.1580  0.0001
0.850  0.1215  0.0001
0.950  0.0920  0.0001
1.050  0.0665  0.0001
1.150  0.0456  0.0000
1.250  0.0298  0.0000
1.350  0.0182  0.0000
1.450  0.0105  0.0000
1.550  0.0048  0.0000
1.650  0.0021  0.0000
1.750  0.0003  0.0000
