# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.138188 -----------------
#dely    BF
0.050  0.4422  0.0040
0.150  0.3611  0.0034
0.250  0.2148  0.0022
0.350  0.1313  0.0015
0.450  0.0759  0.0010
0.550  0.0509  0.0008
0.650  0.0366  0.0007
0.750  0.0241  0.0005
0.850  0.0184  0.0005
0.950  0.0124  0.0004
1.050  0.0066  0.0003
1.150  0.0047  0.0002
1.250  0.0021  0.0002
1.350  0.0007  0.0001
1.450  0.0001  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
