# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0901827 -----------------
#dely    BF
0.050  0.2206  0.0021
0.150  0.1781  0.0018
0.250  0.1315  0.0014
0.350  0.0949  0.0011
0.450  0.0803  0.0011
0.550  0.0598  0.0009
0.650  0.0437  0.0008
0.750  0.0329  0.0007
0.850  0.0251  0.0006
0.950  0.0159  0.0005
1.050  0.0109  0.0004
1.150  0.0050  0.0002
1.250  0.0023  0.0002
1.350  0.0007  0.0001
1.450  0.0003  0.0001
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
