# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.223455 -----------------
#dely    BF
0.050  0.2582  0.0001
0.150  0.2437  0.0001
0.250  0.2314  0.0001
0.350  0.2193  0.0001
0.450  0.2056  0.0001
0.550  0.1903  0.0001
0.650  0.1723  0.0001
0.750  0.1544  0.0001
0.850  0.1339  0.0001
0.950  0.1123  0.0001
1.050  0.0920  0.0001
1.150  0.0731  0.0001
1.250  0.0544  0.0001
1.350  0.0398  0.0001
1.450  0.0266  0.0000
1.550  0.0165  0.0000
1.650  0.0084  0.0000
1.750  0.0024  0.0000
