# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.296555 -----------------
#dely    BF
0.050  0.3895  0.0002
0.150  0.3630  0.0002
0.250  0.3392  0.0002
0.350  0.3089  0.0002
0.450  0.2794  0.0002
0.550  0.2464  0.0002
0.650  0.2177  0.0002
0.750  0.1845  0.0001
0.850  0.1579  0.0001
0.950  0.1291  0.0001
1.050  0.1036  0.0001
1.150  0.0813  0.0001
1.250  0.0606  0.0001
1.350  0.0438  0.0001
1.450  0.0300  0.0000
1.550  0.0184  0.0000
1.650  0.0096  0.0000
1.750  0.0028  0.0000
