# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.106771 -----------------
#dely    BF
0.050  0.2073  0.0015
0.150  0.1818  0.0014
0.250  0.1552  0.0014
0.350  0.1240  0.0013
0.450  0.1111  0.0013
0.550  0.0889  0.0012
0.650  0.0681  0.0011
0.750  0.0536  0.0011
0.850  0.0345  0.0008
0.950  0.0221  0.0007
1.050  0.0122  0.0005
1.150  0.0055  0.0003
1.250  0.0023  0.0002
1.350  0.0008  0.0001
1.450  0.0003  0.0001
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
