# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.391893 -----------------
#dely    BF
0.050  0.4978  0.0002
0.150  0.4673  0.0002
0.250  0.4322  0.0002
0.350  0.3971  0.0002
0.450  0.3615  0.0002
0.550  0.3261  0.0002
0.650  0.2860  0.0002
0.750  0.2484  0.0002
0.850  0.2130  0.0002
0.950  0.1768  0.0002
1.050  0.1452  0.0002
1.150  0.1150  0.0001
1.250  0.0889  0.0001
1.350  0.0663  0.0001
1.450  0.0472  0.0001
1.550  0.0293  0.0001
1.650  0.0161  0.0000
1.750  0.0047  0.0000
