# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0994581 -----------------
#dely    BF
0.050  0.1785  0.0007
0.150  0.1687  0.0007
0.250  0.1519  0.0006
0.350  0.1274  0.0006
0.450  0.1040  0.0005
0.550  0.0822  0.0004
0.650  0.0621  0.0003
0.750  0.0442  0.0003
0.850  0.0320  0.0002
0.950  0.0204  0.0002
1.050  0.0120  0.0001
1.150  0.0066  0.0001
1.250  0.0031  0.0000
1.350  0.0012  0.0000
1.450  0.0004  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
