# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.151376 -----------------
#dely    BF
0.050  0.2014  0.0001
0.150  0.1899  0.0001
0.250  0.1752  0.0001
0.350  0.1632  0.0001
0.450  0.1473  0.0001
0.550  0.1314  0.0001
0.650  0.1129  0.0001
0.750  0.0962  0.0001
0.850  0.0797  0.0001
0.950  0.0643  0.0001
1.050  0.0494  0.0001
1.150  0.0369  0.0000
1.250  0.0271  0.0000
1.350  0.0182  0.0000
1.450  0.0119  0.0000
1.550  0.0064  0.0000
1.650  0.0021  0.0000
1.750  0.0002  0.0000
