# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.00946307 -----------------
#dely    BF
0.050  0.0121  0.0002
0.150  0.0119  0.0002
0.250  0.0131  0.0003
0.350  0.0055  0.0001
0.450  0.0103  0.0002
0.550  0.0112  0.0003
0.650  0.0076  0.0002
0.750  0.0084  0.0003
0.850  0.0050  0.0002
0.950  0.0055  0.0002
1.050  0.0013  0.0001
1.150  0.0011  0.0001
1.250  0.0007  0.0000
1.350  0.0003  0.0000
1.450  0.0003  0.0000
1.550  0.0003  0.0001
1.650  0.0000  0.0000
1.750  0.0000  0.0000
