# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.159527 -----------------
#dely    BF
0.050  0.2071  0.0001
0.150  0.1929  0.0001
0.250  0.1772  0.0001
0.350  0.1624  0.0001
0.450  0.1480  0.0001
0.550  0.1315  0.0001
0.650  0.1153  0.0001
0.750  0.1004  0.0001
0.850  0.0856  0.0001
0.950  0.0708  0.0001
1.050  0.0576  0.0001
1.150  0.0460  0.0000
1.250  0.0346  0.0000
1.350  0.0261  0.0000
1.450  0.0187  0.0000
1.550  0.0122  0.0000
1.650  0.0068  0.0000
1.750  0.0019  0.0000
