# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.401245 -----------------
#dely    BF
0.050  0.6664  0.0003
0.150  0.6128  0.0003
0.250  0.5457  0.0003
0.350  0.4691  0.0003
0.450  0.3933  0.0002
0.550  0.3239  0.0002
0.650  0.2593  0.0002
0.750  0.2048  0.0002
0.850  0.1569  0.0001
0.950  0.1178  0.0001
1.050  0.0879  0.0001
1.150  0.0624  0.0001
1.250  0.0443  0.0001
1.350  0.0296  0.0000
1.450  0.0193  0.0000
1.550  0.0115  0.0000
1.650  0.0057  0.0000
1.750  0.0016  0.0000
