# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0 -----------------
#dely    BF_mean   BF_sq    BF_var    Samples
0.050   0.0128  0.0002  0.0026 2000000
0.150   0.0103  0.0001  0.0015 2000000
0.250   0.0109  0.0001  0.0017 2000000
0.350   0.0112  0.0001  0.0016 2000000
0.450   0.0099  0.0001  0.0017 2000000
0.550   0.0078  0.0001  0.0031 2000000
0.650   0.0086  0.0001  0.0031 2000000
0.750   0.0067  0.0000  0.0011 2000000
0.850   0.0055  0.0000  0.0005 2000000
0.950   0.0040  0.0000  0.0025 2000000
1.050   0.0021  0.0000  0.0005 2000000
1.150   0.0016  0.0000  0.0030 2000000
1.250   0.0019  0.0000  0.0010 2000000
1.350   0.0007  0.0000  0.0002 2000000
1.450   0.0003  0.0000  0.0002 2000000
1.550   0.0001  0.0000  0.0001 2000000
1.650   0.0000  0.0000  0.0000 2000000
1.750  -0.0000  0.0000  0.0000 2000000
0.050   0.0122  0.0002  0.0019 4000000
0.150   0.0108  0.0001  0.0012 4000000
0.250   0.0113  0.0001  0.0013 4000000
0.350   0.0112  0.0001  0.0011 4000000
0.450   0.0098  0.0001  0.0012 4000000
0.550   0.0084  0.0001  0.0023 4000000
0.650   0.0082  0.0001  0.0022 4000000
0.750   0.0068  0.0000  0.0008 4000000
0.850   0.0055  0.0000  0.0004 4000000
0.950   0.0042  0.0000  0.0018 4000000
1.050   0.0023  0.0000  0.0004 4000000
1.150   0.0017  0.0000  0.0021 4000000
1.250   0.0018  0.0000  0.0008 4000000
1.350   0.0007  0.0000  0.0001 4000000
1.450   0.0003  0.0000  0.0001 4000000
1.550   0.0002  0.0000  0.0001 4000000
1.650   0.0000  0.0000  0.0000 4000000
1.750   0.0000  0.0000  0.0000 4000000
0.050   0.0121  0.0002  0.0016 6000000
0.150   0.0109  0.0001  0.0010 6000000
0.250   0.0115  0.0001  0.0011 6000000
0.350   0.0112  0.0001  0.0009 6000000
0.450   0.0100  0.0001  0.0010 6000000
0.550   0.0086  0.0001  0.0019 6000000
0.650   0.0082  0.0001  0.0018 6000000
0.750   0.0068  0.0000  0.0006 6000000
0.850   0.0055  0.0000  0.0003 6000000
0.950   0.0043  0.0000  0.0015 6000000
1.050   0.0024  0.0000  0.0004 6000000
1.150   0.0018  0.0000  0.0017 6000000
1.250   0.0017  0.0000  0.0006 6000000
1.350   0.0008  0.0000  0.0001 6000000
1.450   0.0003  0.0000  0.0001 6000000
1.550   0.0002  0.0000  0.0001 6000000
1.650   0.0000  0.0000  0.0000 6000000
1.750   0.0000  0.0000  0.0000 6000000
0.050   0.0121  0.0001  0.0014 8000000
0.150   0.0110  0.0001  0.0009 8000000
0.250   0.0115  0.0001  0.0009 8000000
0.350   0.0112  0.0001  0.0008 8000000
0.450   0.0100  0.0001  0.0009 8000000
0.550   0.0087  0.0001  0.0016 8000000
0.650   0.0082  0.0001  0.0016 8000000
0.750   0.0068  0.0000  0.0006 8000000
0.850   0.0055  0.0000  0.0003 8000000
0.950   0.0043  0.0000  0.0013 8000000
1.050   0.0025  0.0000  0.0004 8000000
1.150   0.0018  0.0000  0.0015 8000000
1.250   0.0016  0.0000  0.0006 8000000
1.350   0.0008  0.0000  0.0001 8000000
1.450   0.0004  0.0000  0.0001 8000000
1.550   0.0002  0.0000  0.0001 8000000
1.650   0.0000  0.0000  0.0000 8000000
1.750   0.0000  0.0000  0.0000 8000000
0.050   0.0120  0.0001  0.0012 10000000
0.150   0.0111  0.0001  0.0008 10000000
0.250   0.0115  0.0001  0.0008 10000000
0.350   0.0112  0.0001  0.0007 10000000
0.450   0.0100  0.0001  0.0008 10000000
0.550   0.0087  0.0001  0.0015 10000000
0.650   0.0082  0.0001  0.0014 10000000
0.750   0.0068  0.0000  0.0005 10000000
0.850   0.0055  0.0000  0.0002 10000000
0.950   0.0043  0.0000  0.0011 10000000
1.050   0.0025  0.0000  0.0003 10000000
1.150   0.0018  0.0000  0.0013 10000000
1.250   0.0016  0.0000  0.0005 10000000
1.350   0.0008  0.0000  0.0001 10000000
1.450   0.0004  0.0000  0.0001 10000000
1.550   0.0002  0.0000  0.0001 10000000
1.650   0.0000  0.0000  0.0000 10000000
1.750   0.0000  0.0000  0.0000 10000000
0.050   0.0120  0.0001  0.0011 12000000
0.150   0.0111  0.0001  0.0007 12000000
0.250   0.0115  0.0001  0.0008 12000000
0.350   0.0112  0.0001  0.0006 12000000
0.450   0.0101  0.0001  0.0007 12000000
0.550   0.0088  0.0001  0.0013 12000000
0.650   0.0082  0.0001  0.0013 12000000
0.750   0.0068  0.0000  0.0005 12000000
0.850   0.0055  0.0000  0.0002 12000000
0.950   0.0043  0.0000  0.0010 12000000
1.050   0.0026  0.0000  0.0003 12000000
1.150   0.0018  0.0000  0.0012 12000000
1.250   0.0015  0.0000  0.0005 12000000
1.350   0.0008  0.0000  0.0001 12000000
1.450   0.0004  0.0000  0.0001 12000000
1.550   0.0002  0.0000  0.0001 12000000
1.650   0.0000  0.0000  0.0000 12000000
1.750   0.0000  0.0000  0.0000 12000000
0.050   0.0120  0.0001  0.0010 14000000
0.150   0.0111  0.0001  0.0007 14000000
0.250   0.0115  0.0001  0.0007 14000000
0.350   0.0112  0.0001  0.0006 14000000
0.450   0.0101  0.0001  0.0007 14000000
0.550   0.0088  0.0001  0.0012 14000000
0.650   0.0081  0.0001  0.0012 14000000
0.750   0.0068  0.0000  0.0004 14000000
0.850   0.0055  0.0000  0.0002 14000000
0.950   0.0043  0.0000  0.0010 14000000
1.050   0.0026  0.0000  0.0003 14000000
1.150   0.0018  0.0000  0.0011 14000000
1.250   0.0015  0.0000  0.0004 14000000
1.350   0.0008  0.0000  0.0001 14000000
1.450   0.0004  0.0000  0.0001 14000000
1.550   0.0002  0.0000  0.0001 14000000
1.650   0.0000  0.0000  0.0000 14000000
1.750   0.0000  0.0000  0.0000 14000000
0.050   0.0120  0.0001  0.0010 16000000
0.150   0.0112  0.0001  0.0006 16000000
0.250   0.0115  0.0001  0.0007 16000000
0.350   0.0112  0.0001  0.0006 16000000
0.450   0.0101  0.0001  0.0006 16000000
0.550   0.0088  0.0001  0.0012 16000000
0.650   0.0082  0.0001  0.0011 16000000
0.750   0.0068  0.0000  0.0004 16000000
0.850   0.0055  0.0000  0.0002 16000000
0.950   0.0043  0.0000  0.0009 16000000
1.050   0.0026  0.0000  0.0003 16000000
1.150   0.0018  0.0000  0.0011 16000000
1.250   0.0015  0.0000  0.0004 16000000
1.350   0.0008  0.0000  0.0001 16000000
1.450   0.0004  0.0000  0.0001 16000000
1.550   0.0002  0.0000  0.0000 16000000
1.650   0.0000  0.0000  0.0000 16000000
1.750   0.0000  0.0000  0.0000 16000000
0.050   0.0120  0.0001  0.0009 18000000
0.150   0.0112  0.0001  0.0006 18000000
0.250   0.0115  0.0001  0.0006 18000000
0.350   0.0111  0.0001  0.0005 18000000
0.450   0.0101  0.0001  0.0006 18000000
0.550   0.0088  0.0001  0.0011 18000000
0.650   0.0082  0.0001  0.0011 18000000
0.750   0.0068  0.0000  0.0004 18000000
0.850   0.0055  0.0000  0.0002 18000000
0.950   0.0043  0.0000  0.0009 18000000
1.050   0.0027  0.0000  0.0003 18000000
1.150   0.0019  0.0000  0.0010 18000000
1.250   0.0015  0.0000  0.0004 18000000
1.350   0.0008  0.0000  0.0001 18000000
1.450   0.0004  0.0000  0.0001 18000000
1.550   0.0002  0.0000  0.0000 18000000
1.650   0.0000  0.0000  0.0000 18000000
1.750   0.0000  0.0000  0.0000 18000000
0.050   0.0120  0.0001  0.0009 20000000
0.150   0.0112  0.0001  0.0006 20000000
0.250   0.0115  0.0001  0.0006 20000000
0.350   0.0111  0.0001  0.0005 20000000
0.450   0.0101  0.0001  0.0006 20000000
0.550   0.0089  0.0001  0.0010 20000000
0.650   0.0082  0.0001  0.0010 20000000
0.750   0.0069  0.0000  0.0004 20000000
0.850   0.0055  0.0000  0.0002 20000000
0.950   0.0043  0.0000  0.0008 20000000
